pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWideR,isErrorWideL,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes,isTopspin,isFlat,isKick,gameNumber,server_changed,tiebreakScore,returnerName,shotHitBy,InsideOut,InsideIn,isDoubleFault,pointWonBy,lastShotError,serveResult,serveInPlacement,depth
15-0,0-1,1-0,1.0,2505070,,,58,,1,Ad,Emon van Loben Sels,Near,1.0,T,16.61336395,212.4949366,,,,,,-48.01709864,-429.2253171,,,1.0,,,,,,,,,,,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,,,11,False,,Roger Pascual Ferra,Emon van Loben Sels,,,,,,1st Serve In,T,
15-0,0-1,1-0,,2505879,1.0,2505879.0,58,,2,Ad,Emon van Loben Sels,Near,,,,,,,,,,55.29111986,513.1005359,Down the Line,Backhand,,,,,,,,,,13.01813211,300.2521927,,,,1.0,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,11,False,,Roger Pascual Ferra,Roger Pascual Ferra,,1.0,,Emon van Loben Sels,1,,,
30-0,0-1,1-0,1.0,2518070,,,59,,1,Deuce,Emon van Loben Sels,Near,0.0,Wide,-157.6344652,243.477745,1.0,Body,-54.78529637,240.0717137,,13.9269685,-448.6734361,,,1.0,,,,,,,,,,,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,,,11,False,,Roger Pascual Ferra,Emon van Loben Sels,,,,,,2nd Serve In,Body,
30-0,0-1,1-0,,2529449,1.0,2529449.0,59,,2,Deuce,Emon van Loben Sels,Near,,,,,,,,,,-60.58486986,489.0851925,Crosscourt,Forehand,,,,,,,,,,93.14229549,-528.1263834,,,,,1.0,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,11,False,,Roger Pascual Ferra,Roger Pascual Ferra,1.0,,,Emon van Loben Sels,1,,,Long
40-0,0-1,1-0,1.0,2543899,,,60,,1,Ad,Emon van Loben Sels,Near,1.0,Wide,108.8549759,244.8042924,,,,,,-82.23468941,-428.5778325,,,1.0,,,,,,,,,,,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,,,11,False,,Roger Pascual Ferra,Emon van Loben Sels,,,,,,1st Serve In,Wide,
40-0,0-1,1-0,,2544820,,,60,,2,Ad,Emon van Loben Sels,Near,,,,,,,,,,156.3639162,475.0959482,Down the Line,Forehand,,,,,,,,,,42.01714786,-178.5128992,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,11,False,,Roger Pascual Ferra,Roger Pascual Ferra,,,,,,,,Short
40-0,0-1,1-0,,2546530,1.0,2546530.0,60,,3,Deuce,Emon van Loben Sels,Near,,,,,,,,,,17.02020451,-393.8290792,Down the Line,Backhand,,,,,,,,,,75.8246063,454.217897,1.0,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,11,False,,Roger Pascual Ferra,Emon van Loben Sels,,1.0,,Emon van Loben Sels,,,,Deep
0-0,1-1,1-0,1.0,2580620,,,61,,1,Deuce,Roger Pascual Ferra,Far,0.0,Wide,164.0253718,-308.4257491,1.0,Body,54.65653434,-172.1272364,,-30.79422025,458.1874344,,,1.0,,,,,,,,,,,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,,,12,True,,Emon van Loben Sels,Roger Pascual Ferra,,,,,,2nd Serve In,Body,
0-0,1-1,1-0,,2592179,,,61,,2,Deuce,Roger Pascual Ferra,Far,,,,,,,,,,93.52165354,-512.3398677,Crosscourt,Backhand,,,,,,,,,,-13.20300744,342.3225831,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,12,False,,Emon van Loben Sels,Emon van Loben Sels,1.0,,,,,,,Short
0-0,1-1,1-0,,2593419,,,61,,3,Deuce,Roger Pascual Ferra,Far,,,,,,,,,,-17.91043854,502.9170057,Crosscourt,Backhand,,,,,,,,,,83.81187117,-397.012839,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,12,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,,,,,Deep
0-0,1-1,1-0,,2594699,,,61,,4,Deuce,Roger Pascual Ferra,Far,,,,,,,,,,94.85298556,-525.0890693,Crosscourt,Forehand,,,,,,,,,,-15.75723425,352.8611275,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,12,False,,Emon van Loben Sels,Emon van Loben Sels,,,,,,,,Deep
0-0,1-1,1-0,,2596219,1.0,2596219.0,61,,5,Deuce,Roger Pascual Ferra,Far,,,,,,,,,,-31.63783355,399.1358432,Down the Line,Backhand,,,,,,,,,,-126.1685696,-424.6292706,1.0,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,12,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,Roger Pascual Ferra,,,,Deep
15-0,1-1,1-0,1.0,2619250,,,62,,1,Ad,Roger Pascual Ferra,Far,,,,,0.0,Wide,-118.4206857,-245.8078248,,33.65033355,429.7063375,,,1.0,,,,,,,,,,,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,,,12,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,,,Double Fault,Wide,
15-0,1-1,1-0,,2620030,1.0,2620030.0,62,,2,Ad,Roger Pascual Ferra,Far,,,,,,,,,,-139.536893,-544.1583279,Crosscourt,Backhand,,,,,,,,,,206.7629593,452.9953467,,1.0,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,12,False,,Emon van Loben Sels,Emon van Loben Sels,,,,Roger Pascual Ferra,1,,,
15-15,1-1,1-0,1.0,2639179,,,63,,1,Deuce,Roger Pascual Ferra,Far,0.0,T,39.75003281,-287.7576826,1.0,Body,68.1730643,-208.1585958,,-38.24783465,477.699743,,,,,,,,,,,,,,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,12,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,,,2nd Serve In,Body,
15-15,1-1,1-0,,2653780,,,63,,2,Deuce,Roger Pascual Ferra,Far,,,,,,,,,,99.39908136,-529.0700514,Down the Line,Backhand,,,,,,,,,,8.894991251,411.7453357,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,12,False,,Emon van Loben Sels,Emon van Loben Sels,,1.0,,,,,,Deep
15-15,1-1,1-0,,2655050,1.0,2655050.0,63,,3,Ad,Roger Pascual Ferra,Far,,,,,,,,,,33.59035433,542.518832,Crosscourt,Backhand,,,,,,,,,,-68.08529637,8.552952756,,,,1.0,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,12,False,,Emon van Loben Sels,Roger Pascual Ferra,1.0,,,Emon van Loben Sels,1,,,
15-30,1-1,1-0,1.0,2683379,,,64,,1,Ad,Roger Pascual Ferra,Far,1.0,Wide,-130.7356409,-186.5372157,,,,,,37.34902668,467.9276083,,,1.0,,,,,,,,,,,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,,,12,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,,,1st Serve In,Wide,
15-30,1-1,1-0,,2684479,,,64,,2,Ad,Roger Pascual Ferra,Far,,,,,,,,,,-201.920642,-502.8246063,Crosscourt,Backhand,,,,,,,,,,46.07854878,145.0115759,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,12,False,,Emon van Loben Sels,Emon van Loben Sels,,,,,,,,Short
15-30,1-1,1-0,,2686050,,,64,,3,Ad,Roger Pascual Ferra,Far,,,,,,,,,,151.7783957,474.3931157,Crosscourt,Forehand,,,,,,,,,,-74.88993329,-254.3298502,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,12,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,,,,,Short
15-30,1-1,1-0,,2687500,,,64,,4,Ad,Roger Pascual Ferra,Far,,,,,,,,,,-139.0863025,-506.6681759,Crosscourt,Backhand,,,,,,,,,,56.33392388,339.4449584,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,12,False,,Emon van Loben Sels,Emon van Loben Sels,,,,,,,,Short
15-30,1-1,1-0,,2688780,1.0,2688780.0,64,,5,Ad,Roger Pascual Ferra,Far,,,,,,,,,,77.16860783,458.3091153,Down the Line,Backhand,,,,,,,,,,26.6196741,0.0,,,,1.0,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,12,False,,Emon van Loben Sels,Roger Pascual Ferra,,1.0,,Emon van Loben Sels,1,,,
15-40,1-1,1-0,1.0,2713449,,,65,1.0,1,Deuce,Roger Pascual Ferra,Far,1.0,Wide,148.5133749,-191.9499672,,,,,,-37.88328959,511.06396,,,1.0,,,,,,,,,,,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,,,12,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,,,1st Serve In,Wide,
15-40,1-1,1-0,,2714379,,,65,1.0,2,Deuce,Roger Pascual Ferra,Far,,,,,,,,,,197.276635,-537.8919346,Down the Line,Forehand,,,,,,,,,,84.46195866,383.8530074,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,12,False,,Emon van Loben Sels,Emon van Loben Sels,,,,,,,,Deep
15-40,1-1,1-0,,2716419,,,65,1.0,3,Ad,Roger Pascual Ferra,Far,,,,,,,,,,88.66486767,546.7057797,Crosscourt,Backhand,,,,,,,,,,-106.5389436,-409.2279692,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,12,False,,Emon van Loben Sels,Roger Pascual Ferra,1.0,,,,,,,Deep
15-40,1-1,1-0,,2717600,,,65,1.0,4,Ad,Roger Pascual Ferra,Far,,,,,,,,,,-113.4189851,-563.1804681,Crosscourt,Backhand,,,,,,,,,,89.55127406,195.2793307,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,12,False,,Emon van Loben Sels,Emon van Loben Sels,,,,,,,,Short
15-40,1-1,1-0,,2719050,,,65,1.0,5,Ad,Roger Pascual Ferra,Far,,,,,,,,,,146.9992727,490.9646818,Crosscourt,Forehand,,,,,,,,,,-90.5750164,-240.9092793,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,12,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,,,,,Short
15-40,1-1,1-0,,2720530,,,65,1.0,6,Ad,Roger Pascual Ferra,Far,,,,,,,,,,-167.5093723,-540.8686953,Crosscourt,Backhand,,,,,,,,,,80.94324147,335.5469215,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,12,False,,Emon van Loben Sels,Emon van Loben Sels,,,,,,,,Short
15-40,1-1,1-0,,2721979,1.0,2721979.0,65,1.0,7,Ad,Roger Pascual Ferra,Far,,,,,,,,,,112.2016021,482.8161964,Down the Line,Forehand,,,,,,,,,,86.97633968,179.6519685,,,,1.0,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,12,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,Emon van Loben Sels,1,,,
0-0,2-1,1-0,1.0,2821979,,,66,,1,Deuce,Emon van Loben Sels,Far,0.0,Wide,142.5561406,-252.055386,,,,,,-30.91295385,472.6825022,,,,,,,,,,,,,,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,13,True,,Roger Pascual Ferra,Emon van Loben Sels,,,,,,Double Fault,,
0-0,2-1,1-0,,2822699,,,66,,2,Deuce,Emon van Loben Sels,Far,,,,,,,,,,160.1786636,-467.6680173,Crosscourt,Backhand,,,,,,,,,,-84.66260389,218.9240431,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,13,False,,Roger Pascual Ferra,Roger Pascual Ferra,,,,,,,,Short
0-0,2-1,1-0,,2824419,,,66,,3,Deuce,Emon van Loben Sels,Far,,,,,,,,,,-131.1120516,453.4952756,Crosscourt,Forehand,1.0,,,,,,,,,104.2449967,-305.7338036,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,,,13,False,,Roger Pascual Ferra,Emon van Loben Sels,,,,,,,,Short
0-0,2-1,1-0,,2825870,,,66,,4,Deuce,Emon van Loben Sels,Far,,,,,,,,,,90.77562336,-462.5227417,Down the Line,Backhand,,,,,,,,,,92.67708333,80.11604878,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,13,False,,Roger Pascual Ferra,Roger Pascual Ferra,,,,,,,,Short
0-0,2-1,1-0,,2826580,,,66,,5,Ad,Emon van Loben Sels,Far,,,,,,,,,,92.67708333,126.3841809,Crosscourt,,,1.0,,,,,1,,,-152.9133694,-177.2185805,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,13,False,,Roger Pascual Ferra,Emon van Loben Sels,,,,,,,,Short
0-0,2-1,1-0,,2828129,1.0,2828129.0,66,,6,Ad,Emon van Loben Sels,Far,,,,,,,,,,-196.3504976,-310.5599683,Down the Line,Forehand,,,,,,,,,,-134.9933618,451.1214075,1.0,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,13,False,,Roger Pascual Ferra,Roger Pascual Ferra,,,,Roger Pascual Ferra,,,,Deep
0-15,2-1,1-0,1.0,2856050,,,67,,1,Ad,Emon van Loben Sels,Far,1.0,Wide,-157.2868001,-158.1128828,,,,,,47.96067913,488.4510663,,,1.0,,,,,,,,,,,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,,,13,False,,Roger Pascual Ferra,Emon van Loben Sels,,,,,,1st Serve In,Wide,
0-15,2-1,1-0,,2856800,,,67,,2,Ad,Emon van Loben Sels,Far,,,,,,,,,,-204.9088473,-466.5824584,Crosscourt,Forehand,,,,,,,,,,12.23078521,293.8137084,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,13,False,,Roger Pascual Ferra,Roger Pascual Ferra,,,,,,,,Short
0-15,2-1,1-0,,2858179,,,67,,3,Ad,Emon van Loben Sels,Far,,,,,,,,,,63.8816601,503.1585302,Down the Line,Backhand,,,,,,,,,,123.2624289,-315.4830873,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,13,False,,Roger Pascual Ferra,Emon van Loben Sels,,,,,,,,Short
0-15,2-1,1-0,,2859479,1.0,2859479.0,67,,4,Deuce,Emon van Loben Sels,Far,,,,,,,,,,130.2801892,-548.6023403,Crosscourt,Backhand,,,,,,,,,,-31.70906605,245.7324202,1.0,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,13,False,,Roger Pascual Ferra,Roger Pascual Ferra,,,,Roger Pascual Ferra,,,,Short
15-15,2-1,1-0,1.0,2880580,,,68,,1,Deuce,Emon van Loben Sels,Far,0.0,Body,104.2863736,-260.4517881,1.0,T,24.91143373,-129.6941382,,-17.32507655,467.0606463,,,,,,,,,,,,,,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,13,False,,Roger Pascual Ferra,Emon van Loben Sels,,,,,,2nd Serve In,T,
15-15,2-1,1-0,,2895300,,,68,,2,Deuce,Emon van Loben Sels,Far,,,,,,,,,,53.82249016,-380.0462981,Crosscourt,Forehand,,,,,,,,,,-22.02496719,357.3099628,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,13,False,,Roger Pascual Ferra,Roger Pascual Ferra,1.0,,,,,,,Deep
15-15,2-1,1-0,,2896949,,,68,,3,Deuce,Emon van Loben Sels,Far,,,,,,,,,,-21.37843941,518.3358377,Crosscourt,Backhand,,,,,,,,,,116.2076936,-389.8712161,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,13,False,,Roger Pascual Ferra,Emon van Loben Sels,1.0,,,,,,,Deep
15-15,2-1,1-0,,2897899,,,68,,4,Deuce,Emon van Loben Sels,Far,,,,,,,,,,105.0293963,-521.2857283,Crosscourt,Backhand,,,,,,,,,,-92.76722441,254.2089731,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,13,False,,Roger Pascual Ferra,Roger Pascual Ferra,,,,,,,,Short
15-15,2-1,1-0,,2898879,,,68,,5,Deuce,Emon van Loben Sels,Far,,,,,,,,,,-92.76722441,300.4771052,Down the Line,Forehand,,,,,,,,,,-123.0850941,-344.0729276,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,13,False,,Roger Pascual Ferra,Emon van Loben Sels,,,,,,,,Short
15-15,2-1,1-0,,2901000,,,68,,6,Ad,Emon van Loben Sels,Far,,,,,,,,,,-113.257114,-464.0553696,Down the Line,Forehand,,,,,,,,,,-97.10245516,245.5504156,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,13,False,,Roger Pascual Ferra,Roger Pascual Ferra,,,,,,,,Short
15-15,2-1,1-0,,2902479,1.0,2902479.0,68,,7,Deuce,Emon van Loben Sels,Far,,,,,,,,,,-97.10245516,291.8185477,Crosscourt,,,1.0,,,,,,,,117.2621336,-66.09239392,1.0,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,13,False,,Roger Pascual Ferra,Emon van Loben Sels,,,,Emon van Loben Sels,,,,Short
30-15,2-1,1-0,1.0,2935020,,,69,,1,Ad,Emon van Loben Sels,Far,1.0,Wide,-137.6894794,-180.7957458,,,,,,50.26836724,475.8885772,,,1.0,,,,,,,,,,,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,,,13,False,,Roger Pascual Ferra,Emon van Loben Sels,,,,,,1st Serve In,Wide,
30-15,2-1,1-0,,2935800,1.0,2935800.0,69,,2,Ad,Emon van Loben Sels,Far,,,,,,,,,,-200.9623524,-445.1085575,Down the Line,Forehand,,,,,,,,,,-20.68169291,-71.17382437,,,,1.0,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,13,False,,Roger Pascual Ferra,Roger Pascual Ferra,,,,Emon van Loben Sels,1,,,
40-15,2-1,1-0,1.0,2958679,,,70,,1,Deuce,Emon van Loben Sels,Far,0.0,Wide,161.2432852,-198.3484143,,,,,,-31.51320538,463.1407152,,,,,,,,,,,,,,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,13,False,,Roger Pascual Ferra,Emon van Loben Sels,,,,,,Double Fault,,
40-15,2-1,1-0,,2959500,,,70,,2,Deuce,Emon van Loben Sels,Far,,,,,,,,,,175.7422955,-488.8185969,Crosscourt,Backhand,,,,,,,,,,-2.506878828,361.7060531,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,13,False,,Roger Pascual Ferra,Roger Pascual Ferra,,,,,,,,Deep
40-15,2-1,1-0,,2961580,1.0,2961580.0,70,,3,Deuce,Emon van Loben Sels,Far,,,,,,,,,,-7.412390639,563.2528489,Down the Line,Backhand,,,,,,,,,,-141.750421,-392.2007218,1.0,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,13,False,,Roger Pascual Ferra,Emon van Loben Sels,,1.0,,Emon van Loben Sels,,,,Deep
0-0,3-1,1-0,1.0,2992530,,,71,,1,Deuce,Roger Pascual Ferra,Near,0.0,Wide,-199.2304189,246.3650919,,,,,,32.69927822,-445.6456146,,,1.0,,,,,,,,,,,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,,,14,True,,Emon van Loben Sels,Roger Pascual Ferra,,,,,,Double Fault,,
0-0,3-1,1-0,,2993419,,,71,,2,Deuce,Roger Pascual Ferra,Near,,,,,,,,,,-162.1343231,538.8845582,Crosscourt,Backhand,,,,,,,,,,65.1556157,-246.651706,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,14,False,,Emon van Loben Sels,Emon van Loben Sels,1.0,,,,,,,Short
0-0,3-1,1-0,,2994699,,,71,,3,Deuce,Roger Pascual Ferra,Near,,,,,,,,,,118.0741689,-451.7425962,Down the Line,Backhand,,,,,,,,,,83.49651137,333.8639436,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,14,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,,,,,Short
0-0,3-1,1-0,,2996020,,,71,,4,Ad,Roger Pascual Ferra,Near,,,,,,,,,,92.3687664,578.0458607,Down the Line,Backhand,,,,,,,,,,7.668728128,-324.2430774,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,14,False,,Emon van Loben Sels,Emon van Loben Sels,,,,,,,,Short
0-0,3-1,1-0,,2997469,,,71,,5,Ad,Roger Pascual Ferra,Near,,,,,,,,,,-0.8300251531,-455.4379976,Down the Line,Backhand,,,,,,,,,,-134.5733924,377.3646107,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,14,False,,Emon van Loben Sels,Roger Pascual Ferra,,1.0,,,,,,Deep
0-0,3-1,1-0,,2998780,,,71,,6,Deuce,Roger Pascual Ferra,Near,,,,,,,,,,-144.5578084,502.8040136,Down the Line,Forehand,,,,,,,,,,-5.162614829,-445.3265803,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,14,False,,Emon van Loben Sels,Emon van Loben Sels,,,,,,,,Deep
0-0,3-1,1-0,,3000100,,,71,,7,Ad,Roger Pascual Ferra,Near,,,,,,,,,,-9.834448819,-496.2577428,Crosscourt,Backhand,,,,,,,,,,26.42833005,415.132535,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,14,False,,Emon van Loben Sels,Roger Pascual Ferra,1.0,,,,,,,Deep
0-0,3-1,1-0,,3001879,,,71,,8,Ad,Roger Pascual Ferra,Near,,,,,,,,,,23.28675087,566.3620462,Down the Line,Backhand,,,,,,,,,,136.7758585,-320.1495626,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,14,False,,Emon van Loben Sels,Emon van Loben Sels,,,,,,,,Short
0-0,3-1,1-0,,3003129,,,71,,9,Deuce,Roger Pascual Ferra,Near,,,,,,,,,,115.2345144,-494.0248086,Down the Line,Backhand,,,,,,,,,,100.2496993,298.1716371,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,,1.0,,14,False,,Emon van Loben Sels,Roger Pascual Ferra,,,,,,,,Short
0-0,3-1,1-0,,3004379,,,71,,10,Ad,Roger Pascual Ferra,Near,,,,,,,,,,77.1338528,551.9690234,Down the Line,Backhand,,,,,,,,,,59.34965004,-317.4228237,,,,,,UCLA,10/6/25,,LWH Solano Challenger,,,,TCU,Emon van Loben Sels,Roger Pascual Ferra,Right,Left,,Hard,,1.0,,,14,False,,Emon van Loben Sels,Emon van Loben Sels,,,,,,,,Short
